"","ID","living_standard_compare_neighbor","living_standard_compare_county","income1","income2","cash_at_home","deposit"
"8525","296006123002",NA,NA,NA,2000,3000,10000
"8526","296006106001","5 Much Worse","5 Much Worse",NA,NA,1000,0
"8527","296006106002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"8528","296006104001","3 About The Same","5 Much Worse",NA,NA,0,0
"8529","296006102001","5 Much Worse","5 Much Worse",NA,NA,100,0
"8530","296006113001","5 Much Worse","5 Much Worse",NA,NA,0,0
"8531","296006109001","3 About The Same","5 Much Worse",NA,NA,300,30000
"8532","296006109002","3 About The Same","5 Much Worse",NA,NA,300,30000
"8533","296006119002","3 About The Same","3 About The Same",NA,NA,1000,0
"8534","296006119001","3 About The Same","5 Much Worse",NA,1500,10000,10000
"8535","296006124002",NA,NA,NA,2000,2000,0
"8536","296006124001",NA,NA,NA,3000,300,1e+05
"8537","296006116002","3 About The Same","5 Much Worse",NA,NA,6000,70000
"8538","296006116001","5 Much Worse","5 Much Worse",NA,NA,6000,0
"8539","296006115002","3 About The Same","5 Much Worse",NA,NA,400,0
"8540","296006115001","3 About The Same","5 Much Worse",NA,1500,500,0
"8541","296006111001","5 Much Worse","5 Much Worse",NA,NA,500,0
"8542","296006108002","3 About The Same","3 About The Same",NA,1500,1000,0
"8543","296006108001","3 About The Same","4 A Little Worse",NA,NA,2000,0
"8544","296006110001","3 About The Same","4 A Little Worse",NA,NA,1500,0
"8545","296006110002","3 About The Same","4 A Little Worse",NA,NA,1000,0
"8546","296006125002",NA,NA,NA,NA,2000,60000
"8547","296006125001",NA,NA,NA,NA,2000,0
"8548","296006103001","3 About The Same","5 Much Worse",NA,NA,3000,0
"8549","296006103002","3 About The Same","5 Much Worse",NA,NA,1000,0
"8550","296006107002","3 About The Same","5 Much Worse",NA,NA,300,0
"8551","296006107003","3 About The Same","5 Much Worse",NA,NA,600,0
"8552","296006120001",NA,NA,NA,NA,50,0
"8553","296006112002","3 About The Same","5 Much Worse",NA,NA,200,0
"8554","296006112001","3 About The Same","5 Much Worse",NA,NA,100,0
"8555","296006121002",NA,NA,NA,NA,1000,0
"8556","296006121001",NA,NA,NA,NA,1000,0
"8557","296006122002",NA,NA,NA,NA,700,0
"8558","296006122001",NA,NA,NA,2500,500,0
"8559","296006126001","3 About The Same","5 Much Worse",NA,NA,3000,0
"8560","296006118001",NA,NA,NA,NA,1000,0
"8561","296006316001","3 About The Same","5 Much Worse",7000,NA,1000,5000
"8562","296006304001","3 About The Same","6 I Do Not Know",NA,NA,10,0
"8563","296006304002","4 A Little Worse","6 I Do Not Know",NA,NA,0,0
"8564","296006324001","3 About The Same","5 Much Worse",NA,NA,3000,0
"8565","296006324002","3 About The Same","5 Much Worse",NA,NA,3000,0
"8566","296006318002","3 About The Same","5 Much Worse",NA,NA,500,0
"8567","296006318001","3 About The Same","5 Much Worse",NA,NA,500,0
"8568","296006301001","3 About The Same","4 A Little Worse",1000,NA,50,0
"8569","296006329002",NA,NA,NA,NA,NA,NA
"8570","296006329001",NA,NA,NA,NA,300,0
"8571","296006308001","5 Much Worse","5 Much Worse",NA,NA,0,0
"8572","296006308002","5 Much Worse","5 Much Worse",NA,NA,17,0
"8573","296006322002","3 About The Same","5 Much Worse",NA,NA,100,3000
"8574","296006322001","3 About The Same","3 About The Same",NA,NA,500,3000
"8575","296006323001","3 About The Same","5 Much Worse",NA,NA,0,0
"8576","296006328001",NA,NA,NA,NA,1000,0
"8577","296006305001","3 About The Same",NA,NA,NA,150,0
"8578","296006313001","3 About The Same","5 Much Worse",NA,3500,500,10000
"8579","296006313002","2 A Little Better","5 Much Worse",NA,NA,300,0
"8580","296006302001","4 A Little Worse","5 Much Worse",NA,NA,150,0
"8581","296006314002",NA,NA,NA,NA,NA,NA
"8582","296006314001","5 Much Worse","5 Much Worse",NA,NA,2000,0
"8583","296006312001",NA,NA,NA,NA,NA,NA
"8584","296006312002","5 Much Worse","5 Much Worse",NA,180,3000,0
"8585","296006326002",NA,NA,NA,NA,300,0
"8586","296006326001",NA,NA,NA,NA,300,0
"8587","296006317002","3 About The Same","5 Much Worse",NA,NA,2000,0
"8588","296006317001","4 A Little Worse","5 Much Worse",NA,NA,2000,0
"8589","296006311002","3 About The Same",NA,NA,NA,150,0
"8590","296006311001","2 A Little Better","3 About The Same",NA,NA,50,0
"8591","296006315001","6 I Do Not Know",NA,NA,NA,100,0
"8592","296006319001","3 About The Same","3 About The Same",NA,NA,4000,0
"8593","296006319002","4 A Little Worse","4 A Little Worse",NA,NA,1500,0
"8594","296006309001","3 About The Same","5 Much Worse",NA,NA,350,0
"8595","296006309002",NA,NA,NA,NA,NA,NA
"8596","296006327002",NA,NA,80000,NA,400,0
"8597","296006327001",NA,NA,NA,300,2,0
"8598","296006310002","5 Much Worse","5 Much Worse",NA,NA,0,0
"8599","296006310001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"8600","296006307001","3 About The Same","5 Much Worse",NA,NA,100,0
"8601","296006325001",NA,NA,NA,NA,0,0
"8602","296006303002","3 About The Same","5 Much Worse",NA,NA,300,0
"8603","296006303001","3 About The Same","5 Much Worse",NA,NA,300,0
"8604","296006321001",NA,NA,NA,NA,NA,NA
"8605","296006321002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"8606","296006320001","4 A Little Worse","5 Much Worse",NA,NA,10000,0
"8607","296006320002",NA,NA,NA,NA,NA,NA
"8608","296006232002",NA,NA,55000,NA,0,0
"8609","296006232001",NA,NA,850,NA,500,0
"8610","296006222001","3 About The Same","4 A Little Worse",NA,NA,600,0
"8611","296006207002","3 About The Same","5 Much Worse",NA,400,3000,0
"8612","296006207001","5 Much Worse","5 Much Worse",NA,2000,100,0
"8613","296006214002","3 About The Same","4 A Little Worse",NA,NA,1100,0
"8614","296006209002","4 A Little Worse","4 A Little Worse",NA,NA,300,0
"8615","296006209001",NA,NA,NA,NA,NA,NA
"8616","296006224002","3 About The Same","5 Much Worse",15000,NA,3000,0
"8617","296006224001","4 A Little Worse","5 Much Worse",NA,NA,3000,0
"8618","296006231001",NA,NA,NA,NA,1000,15000
"8619","296006231002",NA,NA,NA,2000,1000,15000
"8620","296006226002","3 About The Same","3 About The Same",NA,NA,1000,20000
"8621","296006203002","3 About The Same","5 Much Worse",NA,NA,0,0
"8622","296006203001","3 About The Same","5 Much Worse",NA,NA,0,0
"8623","296006201001","3 About The Same","3 About The Same",NA,NA,1000,0
"8624","296006201002","3 About The Same","5 Much Worse",NA,3000,6000,0
"8625","296006230001",NA,NA,24000,NA,1000,0
"8626","296006230002",NA,NA,NA,NA,300,0
"8627","296006221002","3 About The Same","5 Much Worse",NA,NA,0,0
"8628","296006221001","3 About The Same","5 Much Worse",NA,NA,0,0
"8629","296006216001","3 About The Same","4 A Little Worse",20000,NA,20000,40000
"8630","296006216002","3 About The Same","3 About The Same",NA,NA,10000,0
"8631","296006212002","4 A Little Worse","5 Much Worse",NA,NA,16,0
"8632","296006212001","4 A Little Worse","5 Much Worse",NA,NA,16,0
"8633","296006215001","1 Much Better","1 Much Better",7500,NA,300,0
"8634","296006205002","5 Much Worse","5 Much Worse",NA,NA,0,0
"8635","296006219001","3 About The Same","4 A Little Worse",NA,NA,100,0
"8636","296006217001","3 About The Same","4 A Little Worse",10000,NA,600,4000
"8637","296006217002","3 About The Same","3 About The Same",NA,NA,400,0
"8638","296006211001","3 About The Same","5 Much Worse",10000,NA,1000,20000
"8639","296006211002","3 About The Same","5 Much Worse",NA,NA,1000,0
"8640","296006223001","3 About The Same","4 A Little Worse",NA,NA,1000,5000
"8641","296006223002","3 About The Same","4 A Little Worse",NA,NA,1000,5000
"8642","296006233002",NA,NA,NA,NA,300,0
"8643","296006233001",NA,NA,10000,NA,500,0
"8644","296006234002",NA,NA,NA,NA,1200,0
"8645","296006234001",NA,NA,NA,NA,1200,0
"8646","296006208001","2 A Little Better","5 Much Worse",NA,2000,250,0
"8647","296006208002","3 About The Same","5 Much Worse",NA,NA,250,0
"8648","296006220001","3 About The Same","3 About The Same",NA,NA,20,0
"8649","296006228001","3 About The Same","5 Much Worse",NA,3000,3000,0
"8650","296006228002","3 About The Same","5 Much Worse",NA,1500,3000,0
"8651","296006229002","6 I Do Not Know","3 About The Same",NA,NA,3000,0
"8652","296006229001","3 About The Same","4 A Little Worse",6000,NA,3000,0
"8653","296006218001","4 A Little Worse","5 Much Worse",8000,NA,500,0
"8654","296006206002","3 About The Same","4 A Little Worse",NA,NA,0,0
"8655","296006206001","3 About The Same","3 About The Same",NA,NA,1e+05,3e+05
"8656","296006227002","4 A Little Worse","4 A Little Worse",10000,NA,2000,0
"8657","296006227001","3 About The Same","5 Much Worse",1000,NA,1000,0
"8658","296006210002","3 About The Same","5 Much Worse",NA,NA,0,0
"8659","296006210001","3 About The Same","5 Much Worse",NA,NA,0,0
"8660","296006213001","3 About The Same","5 Much Worse",NA,NA,100,0
"8661","296006213002","4 A Little Worse","3 About The Same",NA,NA,200,0
"8662","296006202002","5 Much Worse","5 Much Worse",NA,NA,0,0
"8663","296006202001","5 Much Worse","5 Much Worse",NA,NA,0,0
"8664","296081124002","2 A Little Better","3 About The Same",16000,NA,1000,0
"8665","296081124001","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"8666","296081104001","3 About The Same","5 Much Worse",NA,NA,50,0
"8667","296081125002","3 About The Same","5 Much Worse",12000,NA,500,35000
"8668","296081125001","4 A Little Worse","5 Much Worse",NA,NA,300,10000
"8669","296081136002",NA,NA,NA,NA,0,0
"8670","296081136001",NA,NA,NA,4000,1000,0
"8671","296081128002","4 A Little Worse","5 Much Worse",NA,NA,500,0
"8672","296081128001","3 About The Same","5 Much Worse",NA,NA,5000,0
"8673","296081109001","5 Much Worse","5 Much Worse",NA,700,200,0
"8674","296081109002","5 Much Worse","5 Much Worse",NA,NA,200,0
"8675","296081122001","5 Much Worse","5 Much Worse",NA,NA,50,0
"8676","296081122002","5 Much Worse","5 Much Worse",NA,NA,50,0
"8677","296081132001","3 About The Same","5 Much Worse",1500,NA,400,3000
"8678","296081130001","4 A Little Worse","5 Much Worse",NA,NA,0,8000
"8679","296081130002","3 About The Same","5 Much Worse",NA,NA,0,0
"8680","296081103001","3 About The Same","4 A Little Worse",NA,NA,200,0
"8681","296081103002","4 A Little Worse","4 A Little Worse",NA,3000,3000,0
"8682","296081106001","6 I Do Not Know","6 I Do Not Know",NA,NA,0,0
"8683","296081127001","4 A Little Worse","4 A Little Worse",NA,NA,5000,0
"8684","296081127002","4 A Little Worse","5 Much Worse",NA,NA,500,0
"8685","296081121001","3 About The Same","5 Much Worse",NA,NA,0,0
"8686","296081121002","3 About The Same","4 A Little Worse",NA,NA,300,0
"8687","296081131001","1 Much Better","3 About The Same",NA,1200,5000,0
"8688","296081131002","2 A Little Better","3 About The Same",NA,NA,5000,0
"8689","296081133002","2 A Little Better","5 Much Worse",NA,2400,2000,5000
"8690","296081133001","2 A Little Better","4 A Little Worse",NA,NA,1200,10000
"8691","296081117002","3 About The Same","4 A Little Worse",NA,NA,1000,5
"8692","296081117001","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"8693","296081113002","5 Much Worse","5 Much Worse",20000,NA,0,0
"8694","296081113001","3 About The Same","5 Much Worse",NA,NA,0,0
"8695","296081138001",NA,NA,NA,NA,1000,30000
"8696","296081138002",NA,NA,NA,NA,1000,0
"8697","296081129001","3 About The Same","6 I Do Not Know",NA,NA,30,0
"8698","296081137001",NA,NA,NA,4000,500,20000
"8699","296081137002",NA,NA,NA,NA,400,10000
"8700","296081107001","3 About The Same","5 Much Worse",NA,NA,1500,0
"8701","296081110001","3 About The Same","3 About The Same",NA,1500,5000,0
"8702","296081115001","3 About The Same","5 Much Worse",NA,NA,500,0
"8703","296081115002","3 About The Same","4 A Little Worse",NA,NA,500,0
"8704","296081123001","3 About The Same","5 Much Worse",NA,NA,100,0
"8705","296081123002","5 Much Worse","5 Much Worse",NA,NA,0,0
"8706","296081112002","3 About The Same","5 Much Worse",NA,NA,500,10000
"8707","296081112001","5 Much Worse","5 Much Worse",NA,NA,500,10000
"8708","296081102002","3 About The Same","5 Much Worse",NA,NA,500,0
"8709","296081119002","4 A Little Worse","5 Much Worse",NA,NA,3000,50000
"8710","296081119001","3 About The Same","5 Much Worse",NA,NA,5000,50000
"8711","296081120002","3 About The Same","5 Much Worse",NA,3500,300,0
"8712","296081120001","3 About The Same","5 Much Worse",NA,1300,400,0
"8713","296081126002","3 About The Same","4 A Little Worse",1000,NA,10000,10000
"8714","296081126001","3 About The Same","4 A Little Worse",NA,NA,0,NA
"8715","296081105001","3 About The Same","3 About The Same",NA,NA,1000,50000
"8716","296081105002","4 A Little Worse","5 Much Worse",NA,1800,400,50000
"8717","296081116001",NA,NA,NA,NA,NA,NA
"8718","296081111001","4 A Little Worse","3 About The Same",19200,NA,100,0
"8719","296081108002","3 About The Same","5 Much Worse",NA,4000,200,10000
"8720","296081108001","3 About The Same","5 Much Worse",NA,NA,200,10000
"8721","296081134001",NA,NA,NA,NA,150,0
"8722","296081118001","3 About The Same","5 Much Worse",NA,NA,0,0
"8723","296081118002","3 About The Same","5 Much Worse",4000,NA,100,0
"8724","296081114002","4 A Little Worse","5 Much Worse",NA,NA,6000,0
"8725","296081114001","3 About The Same","5 Much Worse",NA,NA,4000,0
"8726","296081135001",NA,NA,NA,NA,5000,0
"8727","296081135002",NA,NA,NA,NA,5000,0
"8728","296081101001","5 Much Worse","5 Much Worse",NA,NA,700,0
"8729","296081101002","5 Much Worse","5 Much Worse",NA,NA,600,0
"8730","296081311001","5 Much Worse","4 A Little Worse",NA,NA,200,0
"8731","296081311002","3 About The Same","5 Much Worse",NA,3000,0,0
"8732","296081331002","3 About The Same","4 A Little Worse",NA,2600,1000,30000
"8733","296081331001","3 About The Same","4 A Little Worse",NA,NA,1000,30000
"8734","296081342001",NA,NA,10000,NA,2500,0
"8735","296081342002",NA,NA,NA,NA,1000,2000
"8736","296081334001",NA,NA,8000,NA,400,0
"8737","296081334002",NA,NA,NA,800,450,0
"8738","296081313001","3 About The Same","5 Much Worse",NA,NA,1000,5000
"8739","296081313002","5 Much Worse","5 Much Worse",NA,NA,250,1500
"8740","296081304001","2 A Little Better","3 About The Same",NA,NA,1500,160000
"8741","296081304002","3 About The Same","3 About The Same",NA,NA,1500,0
"8742","296081325001","3 About The Same","4 A Little Worse",10000,NA,0,0
"8743","296081325002","4 A Little Worse","5 Much Worse",NA,NA,500,0
"8744","296081347002",NA,NA,NA,NA,1200,30000
"8745","296081347001",NA,NA,NA,NA,1200,0
"8746","296081348001",NA,NA,NA,NA,35,0
"8747","296081338001",NA,NA,NA,NA,200,0
"8748","296081338002",NA,NA,NA,NA,200,20000
"8749","296081343001",NA,NA,NA,NA,500,0
"8750","296081343002",NA,NA,NA,1800,2000,15000
"8751","296081307001","3 About The Same","5 Much Worse",NA,NA,100,0
"8752","296081324002","3 About The Same","5 Much Worse",NA,3500,250,250
"8753","296081324001","3 About The Same","5 Much Worse",NA,NA,250,250
"8754","296081330001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"8755","296081330002","3 About The Same","5 Much Worse",NA,NA,0,0
"8756","296081301001","3 About The Same","3 About The Same",10000,NA,300,40000
"8757","296081301002","3 About The Same","6 I Do Not Know",55,NA,200,7000
"8758","296081345001",NA,NA,NA,NA,0,0
"8759","296081345002",NA,NA,NA,NA,0,0
"8760","296081312001","3 About The Same","4 A Little Worse",NA,NA,450,7500
"8761","296081312002","3 About The Same","3 About The Same",NA,NA,100,0
"8762","296081329002","4 A Little Worse","5 Much Worse",12000,NA,300,3000
"8763","296081329001","3 About The Same","5 Much Worse",NA,NA,400,3000
"8764","296081316001","3 About The Same","5 Much Worse",NA,NA,100,0
"8765","296081327001","3 About The Same","3 About The Same",NA,NA,300,0
"8766","296081310002","4 A Little Worse","5 Much Worse",400,NA,0,0
"8767","296081344001",NA,NA,NA,NA,600,10000
"8768","296081308001","3 About The Same","5 Much Worse",NA,NA,150,0
"8769","296081308002","3 About The Same","5 Much Worse",NA,NA,150,0
"8770","296081322001","4 A Little Worse","5 Much Worse",NA,NA,100,0
"8771","296081317001","4 A Little Worse","5 Much Worse",NA,NA,1000,15000
"8772","296081317002","5 Much Worse","5 Much Worse",NA,NA,1000,15000
"8773","296081314002","3 About The Same","4 A Little Worse",NA,NA,2000,6000
"8774","296081314001","3 About The Same","4 A Little Worse",NA,NA,2000,5000
"8775","296081320002",NA,NA,NA,NA,NA,NA
"8776","296081309001","3 About The Same","4 A Little Worse",NA,NA,600,0
"8777","296081333001","4 A Little Worse","5 Much Worse",NA,NA,300,NA
"8778","296081333002","5 Much Worse","4 A Little Worse",NA,NA,300,100
"8779","296081315001","3 About The Same","4 A Little Worse",1200,NA,1000,0
"8780","296081319001","4 A Little Worse","5 Much Worse",NA,NA,50,0
"8781","296081319002","5 Much Worse","5 Much Worse",NA,NA,50,0
"8782","296081318001","3 About The Same","5 Much Worse",NA,NA,1000,0
"8783","296081318002","3 About The Same","5 Much Worse",NA,NA,1000,0
"8784","296081332001","3 About The Same","3 About The Same",NA,NA,200,0
"8785","296081326002",NA,NA,NA,NA,NA,NA
"8786","296081326001","5 Much Worse","5 Much Worse",NA,NA,300,0
"8787","296081306002","3 About The Same","3 About The Same",5400,NA,1000,0
"8788","296081306001","3 About The Same","4 A Little Worse",NA,NA,600,0
"8789","296081303002","5 Much Worse","6 I Do Not Know",NA,NA,250,0
"8790","296081337002",NA,NA,NA,1600,700,10000
"8791","296081337001",NA,NA,NA,NA,NA,NA
"8792","296081336002",NA,NA,NA,NA,2000,8000
"8793","296081336001",NA,NA,NA,NA,2000,0
"8794","296081321002","3 About The Same","5 Much Worse",NA,NA,55,0
"8795","296081328002",NA,NA,NA,NA,NA,NA
"8796","296081328001",NA,NA,NA,NA,NA,NA
"8797","296081346001",NA,NA,NA,2700,400,0
"8798","296081346002",NA,NA,NA,NA,400,0
"8799","296081341002",NA,NA,NA,NA,NA,NA
"8800","296081341001",NA,NA,NA,NA,0,0
"8801","296081349001",NA,NA,5000,NA,200,0
"8802","296081302002","3 About The Same","5 Much Worse",NA,2800,2000,0
"8803","296081302001","3 About The Same","4 A Little Worse",NA,NA,600,0
"8804","296081340002","4 A Little Worse","5 Much Worse",NA,NA,400,0
"8805","296081335001",NA,NA,NA,3000,0,0
"8806","296081335002",NA,NA,NA,NA,0,0
"8807","296081339002",NA,NA,NA,NA,1000,0
"8808","296081339001",NA,NA,NA,NA,900,0
"8809","296081305002","3 About The Same","4 A Little Worse",3500,NA,500,0
"8810","296081305001","3 About The Same","4 A Little Worse",NA,NA,400,0
"8811","296081228001",NA,NA,NA,NA,0,0
"8812","296081228002",NA,NA,NA,NA,0,0
"8813","296081202001","3 About The Same","5 Much Worse",NA,NA,500,20000
"8814","296081202002","4 A Little Worse","4 A Little Worse",NA,NA,300,0
"8815","296081209002","3 About The Same","5 Much Worse",NA,NA,300,3000
"8816","296081209001","3 About The Same","5 Much Worse",NA,NA,300,0
"8817","296081205002","4 A Little Worse","5 Much Worse",NA,NA,800,0
"8818","296081229002",NA,NA,NA,NA,8000,0
"8819","296081229001",NA,NA,NA,NA,8000,0
"8820","296081214001","2 A Little Better","5 Much Worse",NA,NA,0,0
"8821","296081214002","3 About The Same","5 Much Worse",NA,NA,300,0
"8822","296081215002","3 About The Same","5 Much Worse",NA,NA,0,0
"8823","296081203002","4 A Little Worse","5 Much Worse",NA,750,0,0
"8824","296081203001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"8825","296081221001","3 About The Same","5 Much Worse",NA,NA,250,0
"8826","296081230001",NA,NA,NA,NA,10,0
"8827","296081223001",NA,NA,NA,NA,300,10000
"8828","296081223002",NA,NA,NA,NA,0,0
"8829","296081204001","3 About The Same","5 Much Worse",NA,NA,100,0
"8830","296081227002",NA,NA,NA,NA,500,0
"8831","296081227001",NA,NA,NA,NA,500,0
"8832","296081226001",NA,NA,NA,NA,NA,NA
"8833","296081226002",NA,NA,NA,NA,0,0
"8834","296081212002","5 Much Worse","5 Much Worse",NA,NA,100,0
"8835","296081212001","5 Much Worse","5 Much Worse",NA,NA,100,0
"8836","296081225001",NA,NA,NA,NA,0,0
"8837","296081224001","5 Much Worse","5 Much Worse",NA,NA,NA,2000
"8838","296081218001","3 About The Same","3 About The Same",NA,NA,1000,100
"8839","296081218002","3 About The Same","3 About The Same",NA,NA,1000,100
"8840","296081201001","3 About The Same","5 Much Worse",NA,NA,500,3000
"8841","296081216002","3 About The Same","5 Much Worse",NA,NA,600,5000
"8842","296081216001","3 About The Same","5 Much Worse",NA,NA,600,0
"8843","296081217002",NA,NA,NA,NA,NA,NA
"8844","296081217001","3 About The Same","4 A Little Worse",NA,NA,500,0
"8845","296081219002","3 About The Same","3 About The Same",NA,NA,1000,20000
"8846","296081219001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"8847","296081220002","3 About The Same","5 Much Worse",NA,NA,0,0
"8848","296081220001","3 About The Same","3 About The Same",NA,NA,0,0
"8849","296081213002","3 About The Same","5 Much Worse",NA,NA,0,0
"8850","296081213001","4 A Little Worse","5 Much Worse",NA,NA,200,0
"8851","296081206001","4 A Little Worse","4 A Little Worse",NA,1800,0,0
"8852","296081206002","5 Much Worse","5 Much Worse",6000,NA,100,0
"8853","296081211002","3 About The Same","3 About The Same",NA,NA,200,0
"8854","296081211001","3 About The Same","3 About The Same",NA,NA,200,0
"8855","296081208001","3 About The Same","5 Much Worse",10000,NA,2000,0
"8856","296081208002","3 About The Same","5 Much Worse",NA,NA,2000,20000
"8857","296081210001","3 About The Same","3 About The Same",NA,NA,500,5000
"8858","296081207002","2 A Little Better","5 Much Worse",NA,NA,1000,55000
"8859","296081207001","3 About The Same","5 Much Worse",NA,NA,1000,25000
"8860","296081222001",NA,NA,NA,NA,4000,40000
"8861","296081222002",NA,NA,NA,NA,3000,20000
"8862","298631113001","4 A Little Worse","4 A Little Worse",NA,NA,500,800
"8863","298631113002","4 A Little Worse","4 A Little Worse",NA,NA,500,800
"8864","298631120001","3 About The Same","4 A Little Worse",NA,NA,500,0
"8865","298631118002","3 About The Same","5 Much Worse",NA,NA,300,0
"8866","298631118001",NA,NA,NA,NA,NA,NA
"8867","298631111001","4 A Little Worse","6 I Do Not Know",NA,NA,400,0
"8868","298631107001","4 A Little Worse","5 Much Worse",NA,NA,700,10000
"8869","298631107002","3 About The Same","5 Much Worse",NA,NA,300,10000
"8870","298631123001","3 About The Same","3 About The Same",NA,NA,500,10000
"8871","298631123002","3 About The Same","3 About The Same",NA,NA,500,10000
"8872","298631106001","4 A Little Worse","3 About The Same",NA,NA,1000,0
"8873","298631106002","3 About The Same","5 Much Worse",NA,NA,1000,0
"8874","298631102002","4 A Little Worse","5 Much Worse",NA,NA,500,0
"8875","298631102001","4 A Little Worse","5 Much Worse",NA,NA,500,0
"8876","298631124001",NA,NA,10000,NA,200,NA
"8877","298631114001","3 About The Same","3 About The Same",NA,NA,300,0
"8878","298631115001","4 A Little Worse","5 Much Worse",NA,NA,200,7000
"8879","298631115002",NA,NA,NA,NA,NA,NA
"8880","298631127002",NA,NA,40000,NA,10000,0
"8881","298631127001",NA,NA,NA,NA,500,0
"8882","298631116001","4 A Little Worse","6 I Do Not Know",NA,NA,70,0
"8883","298631119001","4 A Little Worse","3 About The Same",NA,NA,4000,10000
"8884","298631119002","3 About The Same","2 A Little Better",NA,NA,500,20000
"8885","298631117001","3 About The Same","6 I Do Not Know",NA,NA,500,0
"8886","298631126001",NA,NA,NA,1000,2000,0
"8887","298631126002",NA,NA,NA,NA,NA,NA
"8888","298631103001","3 About The Same","3 About The Same",NA,NA,3000,0
"8889","298631103003",NA,NA,NA,NA,NA,NA
"8890","298631112001","2 A Little Better","2 A Little Better",NA,NA,1000,0
"8891","298631112002",NA,NA,NA,NA,NA,NA
"8892","298631105002",NA,NA,NA,NA,NA,NA
"8893","298631105001","3 About The Same","4 A Little Worse",NA,NA,2000,70000
"8894","298631122001","5 Much Worse","6 I Do Not Know",NA,NA,2000,0
"8895","298631122002","5 Much Worse","5 Much Worse",NA,NA,2000,0
"8896","298631109002","3 About The Same","5 Much Worse",NA,NA,3000,0
"8897","298631109001","3 About The Same","5 Much Worse",NA,NA,500,0
"8898","298631101001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"8899","298631101002",NA,NA,NA,NA,NA,NA
"8900","298631125001",NA,NA,NA,NA,20,0
"8901","298631125002",NA,NA,NA,NA,20,0
"8902","298631104002","4 A Little Worse","4 A Little Worse",NA,NA,200,0
"8903","298631104001","3 About The Same","5 Much Worse",NA,2400,NA,0
"8904","298631108001","3 About The Same","5 Much Worse",NA,NA,200,5000
"8905","298631108002","4 A Little Worse","4 A Little Worse",NA,NA,200,5000
"8906","298631205001","3 About The Same","3 About The Same",NA,NA,500,0
"8907","298631219002","3 About The Same","4 A Little Worse",NA,NA,2000,20000
"8908","298631219001","3 About The Same","3 About The Same",NA,NA,100,0
"8909","298631207001","3 About The Same","4 A Little Worse",NA,NA,500,0
"8910","298631207002","3 About The Same","3 About The Same",NA,NA,500,0
"8911","298631214002",NA,NA,NA,NA,NA,NA
"8912","298631214001","4 A Little Worse","5 Much Worse",NA,NA,3000,0
"8913","298631201001",NA,NA,NA,NA,NA,NA
"8914","298631201002",NA,NA,NA,NA,NA,NA
"8915","298631223001","2 A Little Better","3 About The Same",NA,NA,500,0
"8916","298631223002","2 A Little Better","3 About The Same",NA,NA,500,0
"8917","298631202001","4 A Little Worse","4 A Little Worse",NA,NA,100,100
"8918","298631202002","4 A Little Worse","4 A Little Worse",NA,NA,0,100
"8919","298631208002","3 About The Same","3 About The Same",NA,NA,2000,0
"8920","298631208001","3 About The Same","4 A Little Worse",NA,NA,2000,0
"8921","298631210001","3 About The Same","4 A Little Worse",NA,NA,500,11500
"8922","298631221002","2 A Little Better","5 Much Worse",NA,NA,20000,50000
"8923","298631221001","3 About The Same","4 A Little Worse",NA,NA,10000,0
"8924","298631225001","4 A Little Worse","4 A Little Worse",NA,NA,300,0
"8925","298631217001","3 About The Same","4 A Little Worse",NA,NA,2000,0
"8926","298631217002","3 About The Same","5 Much Worse",NA,NA,1000,NA
"8927","298631204001","3 About The Same","3 About The Same",NA,NA,500,0
"8928","298631203002","3 About The Same","5 Much Worse",NA,NA,6000,0
"8929","298631203001","3 About The Same","5 Much Worse",NA,NA,6000,0
"8930","298631220002","5 Much Worse","5 Much Worse",NA,NA,300,10000
"8931","298631220001","5 Much Worse","5 Much Worse",NA,NA,300,0
"8932","298631206001","3 About The Same","3 About The Same",NA,NA,100,2000
"8933","298631211001","3 About The Same","6 I Do Not Know",NA,NA,0,0
"8934","298631211002","3 About The Same","3 About The Same",NA,NA,0,0
"8935","298631218001","3 About The Same","4 A Little Worse",NA,NA,1000,30000
"8936","298631218002","3 About The Same","5 Much Worse",NA,NA,500,5000
"8937","298631222002","3 About The Same","3 About The Same",NA,NA,4000,20000
"8938","298631222001",NA,NA,NA,NA,NA,NA
"8939","298631212002","3 About The Same","5 Much Worse",NA,NA,3000,0
"8940","298631212001","4 A Little Worse","5 Much Worse",NA,NA,3000,0
"8941","298631216002","3 About The Same","4 A Little Worse",NA,2780,1000,0
"8942","298631216001","3 About The Same","4 A Little Worse",NA,NA,1500,0
"8943","298631209002","3 About The Same","4 A Little Worse",NA,800,300,0
"8944","298631209001","3 About The Same","4 A Little Worse",NA,NA,300,0
"8945","298631224001","3 About The Same","4 A Little Worse",NA,NA,3000,100
"8946","298631224002","3 About The Same","4 A Little Worse",NA,NA,500,100
"8947","298631215001","3 About The Same","3 About The Same",NA,NA,1000,0
"8948","298631215002","4 A Little Worse","5 Much Worse",NA,NA,1000,0
