"","ID","living_standard_compare_neighbor","living_standard_compare_county","income1","income2","cash_at_home","deposit"
"2186","105102112001","5 Much Worse","5 Much Worse",NA,NA,0,0
"2187","105102129001","5 Much Worse","4 A Little Worse",NA,NA,1000,0
"2188","105102129002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"2189","105102115001","5 Much Worse","5 Much Worse",NA,NA,80,0
"2190","105102115002","3 About The Same","5 Much Worse",NA,NA,70,0
"2191","105102116002","2 A Little Better","5 Much Worse",NA,4000,0,0
"2192","105102116001","3 About The Same","3 About The Same",NA,NA,0,0
"2193","105102137002","3 About The Same","5 Much Worse",NA,NA,0,0
"2194","105102137001","3 About The Same","5 Much Worse",NA,2000,0,0
"2195","105102123001","2 A Little Better","4 A Little Worse",NA,500,0,0
"2196","105102118001","3 About The Same","5 Much Worse",NA,NA,300,0
"2197","105102118002","5 Much Worse","5 Much Worse",NA,NA,200,0
"2198","105102108002","3 About The Same","3 About The Same",NA,3000,3000,0
"2199","105102108001","3 About The Same","4 A Little Worse",NA,NA,3000,0
"2200","105102104001","5 Much Worse","5 Much Worse",NA,2700,100,0
"2201","105102104002","5 Much Worse","5 Much Worse",NA,NA,100,0
"2202","105102117001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"2203","105102117002","5 Much Worse","5 Much Worse",NA,NA,30000,0
"2204","105102135002","2 A Little Better","4 A Little Worse",NA,NA,3000,0
"2205","105102135001","3 About The Same","4 A Little Worse",NA,NA,200,0
"2206","105102127001","3 About The Same","3 About The Same",NA,NA,3000,20000
"2207","105102127002","2 A Little Better","2 A Little Better",NA,NA,0,20000
"2208","105102119002","3 About The Same","5 Much Worse",NA,NA,300,0
"2209","105102119001","3 About The Same","3 About The Same",NA,NA,300,0
"2210","105102120002","2 A Little Better","3 About The Same",NA,4000,1000,0
"2211","105102120001","3 About The Same","3 About The Same",NA,NA,800,0
"2212","105102113002","3 About The Same","4 A Little Worse",NA,NA,NA,NA
"2213","105102113001",NA,NA,NA,NA,NA,NA
"2214","105102121001","3 About The Same","5 Much Worse",NA,NA,400,0
"2215","105102121002","3 About The Same","5 Much Worse",NA,NA,400,0
"2216","105102126001","3 About The Same","4 A Little Worse",NA,NA,200,0
"2217","105102106002","2 A Little Better","4 A Little Worse",NA,4800,1000,0
"2218","105102106001","2 A Little Better","4 A Little Worse",NA,NA,1000,0
"2219","105102114001","3 About The Same","4 A Little Worse",NA,NA,200,0
"2220","105102133001","2 A Little Better","5 Much Worse",NA,NA,700,0
"2221","105102132001","3 About The Same","3 About The Same",NA,NA,0,0
"2222","105102138001",NA,NA,NA,NA,0,0
"2223","105102105001","3 About The Same","2 A Little Better",NA,3700,10000,0
"2224","105102105002","2 A Little Better","2 A Little Better",NA,NA,10000,0
"2225","105102228002","2 A Little Better","3 About The Same",NA,2500,20000,50000
"2226","105102228001","3 About The Same","3 About The Same",NA,NA,20000,55000
"2227","105102248001",NA,NA,NA,NA,0,0
"2228","105102246001",NA,NA,NA,3800,500,0
"2229","105102246002",NA,NA,NA,3600,500,0
"2230","105102243001",NA,NA,NA,NA,NA,0
"2231","105102243002",NA,NA,NA,NA,500,0
"2232","105102241002",NA,NA,NA,3500,50000,50000
"2233","105102241001",NA,NA,NA,3500,30000,30000
"2234","105102222001","3 About The Same","4 A Little Worse",NA,1200,1000,0
"2235","105102222002","3 About The Same","4 A Little Worse",NA,NA,1000,0
"2236","105102238002","2 A Little Better","2 A Little Better",NA,NA,4000,0
"2237","105102238001",NA,NA,NA,NA,NA,NA
"2238","105102210002","3 About The Same","3 About The Same",NA,NA,1800,0
"2239","105102210001","3 About The Same","5 Much Worse",NA,NA,1800,0
"2240","105102232002","2 A Little Better","3 About The Same",NA,NA,6000,0
"2241","105102232001","2 A Little Better","2 A Little Better",NA,NA,50000,50000
"2242","105102201002","2 A Little Better","5 Much Worse",NA,3500,1000,NA
"2243","105102218001","3 About The Same","3 About The Same",NA,NA,500,0
"2244","105102218002","3 About The Same","5 Much Worse",NA,2000,600,0
"2245","105102224001","3 About The Same","2 A Little Better",NA,NA,600,0
"2246","105102224002","4 A Little Worse","3 About The Same",NA,NA,600,0
"2247","105102240002",NA,NA,NA,NA,NA,NA
"2248","105102240001","3 About The Same","4 A Little Worse",NA,NA,NA,NA
"2249","105102212001","3 About The Same","5 Much Worse",NA,NA,400,2000
"2250","105102212002","3 About The Same","3 About The Same",NA,NA,400,2000
"2251","105102211002",NA,NA,NA,NA,NA,NA
"2252","105102211001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"2253","105102237002","3 About The Same","4 A Little Worse",NA,NA,0,0
"2254","105102237001","3 About The Same","4 A Little Worse",NA,NA,0,0
"2255","105102226002","3 About The Same","5 Much Worse",NA,NA,1000,0
"2256","105102226001","3 About The Same","5 Much Worse",NA,NA,1000,0
"2257","105102225001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"2258","105102225002","4 A Little Worse","5 Much Worse",NA,NA,200,0
"2259","105102206001",NA,NA,NA,NA,NA,NA
"2260","105102202001","3 About The Same","5 Much Worse",NA,NA,500,NA
"2261","105102202002","3 About The Same","5 Much Worse",NA,NA,500,0
"2262","105102236002",NA,NA,NA,NA,NA,NA
"2263","105102236001","3 About The Same","3 About The Same",NA,1400,400,0
